date_time,trade_category,trade_id,currency_pair,bid_ask,executed_amount,executed_price,entry_price,profit_loss
2024-02-19 19:44:20,entry,73,USDJPY,buy,8000.0,149.985,,0.0
2024-02-19 19:52:02,exit,74,USDJPY,sell,8000.0,149.992,149.985,56.0
2024-02-19 19:52:40,entry,75,USDJPY,sell,8000.0,149.991,,0.0
2024-02-19 19:55:20,exit,76,USDJPY,buy,8000.0,149.994,149.991,-24.0
2024-02-19 20:11:55,entry,77,USDJPY,buy,8000.0,149.983,,0.0
2024-02-19 20:25:13,exit,78,USDJPY,sell,8000.0,149.993,149.983,80.0
2024-02-19 20:25:48,entry,79,USDJPY,buy,8000.0,149.994,,0.0
2024-02-19 20:34:13,exit,80,USDJPY,sell,8000.0,149.964,149.994,-240.0
2024-02-19 20:35:35,entry,81,USDJPY,buy,8000.0,149.957,,0.0
2024-02-19 20:41:05,exit,82,USDJPY,sell,8000.0,149.973,149.957,128.0
2024-02-19 20:42:25,entry,83,USDJPY,buy,8000.0,149.971,,0.0
2024-02-19 20:55:19,exit,84,USDJPY,sell,8000.0,149.974,149.971,24.0
2024-02-19 20:55:54,entry,85,USDJPY,sell,8000.0,149.976,,0.0
2024-02-19 20:56:59,exit,86,USDJPY,buy,8000.0,149.987,149.976,-88.0
2024-02-19 20:57:01,entry,87,USDJPY,buy,8000.0,149.987,,0.0
2024-02-19 21:57:39,exit,88,USDJPY,sell,8000.0,149.995,149.987,64.0
2024-02-19 21:58:27,entry,89,USDJPY,sell,8000.0,149.995,,0.0
2024-02-19 21:58:52,exit,90,USDJPY,buy,8000.0,150.008,149.995,-104.0
2024-02-19 21:58:59,entry,91,USDJPY,buy,8000.0,150.019,,0.0
2024-02-19 22:08:26,exit,92,USDJPY,sell,8000.0,149.96,150.019,-472.0
2024-02-19 22:11:15,entry,93,USDJPY,buy,8000.0,149.959,,0.0
2024-02-19 22:15:57,exit,94,USDJPY,sell,8000.0,149.962,149.959,24.0
2024-02-19 22:17:40,entry,95,USDJPY,buy,8000.0,149.97,,0.0
2024-02-19 22:21:00,exit,96,USDJPY,sell,8000.0,149.97,149.97,0.0
2024-02-19 22:54:17,entry,97,USDJPY,buy,8000.0,149.989,,0.0
2024-02-19 23:16:56,exit,98,USDJPY,sell,8000.0,149.992,149.989,24.0
2024-02-19 23:21:08,entry,99,USDJPY,sell,8000.0,149.991,,0.0
2024-02-19 23:21:34,exit,100,USDJPY,buy,8000.0,149.989,149.991,16.0
2024-02-19 23:23:06,entry,101,USDJPY,buy,8000.0,149.984,,0.0
2024-02-19 23:23:59,exit,102,USDJPY,sell,8000.0,149.986,149.984,16.0
2024-02-19 23:26:59,entry,103,USDJPY,sell,8000.0,149.999,,0.0
2024-02-19 23:27:39,exit,104,USDJPY,buy,8000.0,150.003,149.999,-32.0
2024-02-19 23:27:40,entry,105,USDJPY,buy,8000.0,150.003,,0.0
2024-02-19 23:55:54,exit,106,USDJPY,sell,8000.0,150.054,150.003,408.0
2024-02-19 23:56:40,entry,107,USDJPY,sell,8000.0,150.05,,0.0
2024-02-19 23:57:10,exit,108,USDJPY,buy,8000.0,150.047,150.05,24.0
2024-02-19 23:57:42,entry,109,USDJPY,buy,8000.0,150.045,,0.0
2024-02-19 23:59:14,exit,110,USDJPY,sell,8000.0,150.045,150.045,0.0
2024-02-20 00:05:39,entry,111,USDJPY,buy,8000.0,150.06,,0.0
2024-02-20 00:07:07,exit,112,USDJPY,sell,8000.0,150.065,150.06,40.0
2024-02-20 00:08:21,entry,113,USDJPY,sell,8000.0,150.069,,0.0
2024-02-20 00:09:55,exit,114,USDJPY,buy,8000.0,150.061,150.069,64.0
2024-02-20 00:09:59,entry,115,USDJPY,buy,8000.0,150.062,,0.0
2024-02-20 00:11:28,exit,116,USDJPY,sell,8000.0,150.068,150.062,48.0
2024-02-20 00:11:33,entry,117,USDJPY,sell,8000.0,150.068,,0.0
2024-02-20 00:12:19,exit,118,USDJPY,buy,8000.0,150.076,150.068,-64.0
2024-02-20 00:12:45,entry,119,USDJPY,sell,8000.0,150.074,,0.0
2024-02-20 00:13:56,exit,120,USDJPY,buy,8000.0,150.082,150.074,-64.0
2024-02-20 00:13:57,entry,121,USDJPY,buy,8000.0,150.081,,0.0
2024-02-20 00:18:42,exit,122,USDJPY,sell,8000.0,150.089,150.081,64.0
2024-02-20 00:18:56,entry,123,USDJPY,sell,8000.0,150.092,,0.0
2024-02-20 00:19:07,exit,124,USDJPY,buy,8000.0,150.086,150.092,48.0
2024-02-20 00:19:13,entry,125,USDJPY,buy,8000.0,150.098,,0.0
2024-02-20 00:24:00,exit,126,USDJPY,sell,8000.0,150.094,150.098,-32.0
2024-02-20 00:24:05,entry,127,USDJPY,sell,8000.0,150.097,,0.0
2024-02-20 00:24:26,exit,128,USDJPY,buy,8000.0,150.094,150.097,24.0
2024-02-20 00:25:07,entry,129,USDJPY,buy,8000.0,150.094,,0.0
2024-02-20 00:25:18,exit,130,USDJPY,sell,8000.0,150.104,150.094,80.0
2024-02-20 00:25:27,entry,131,USDJPY,buy,8000.0,150.099,,0.0
2024-02-20 00:25:52,exit,132,USDJPY,sell,8000.0,150.1,150.099,8.0
2024-02-20 00:26:08,entry,133,USDJPY,sell,8000.0,150.103,,0.0
2024-02-20 00:27:23,exit,134,USDJPY,buy,8000.0,150.113,150.103,-80.0
2024-02-20 00:27:24,entry,135,USDJPY,buy,8000.0,150.112,,0.0
2024-02-20 00:29:00,exit,136,USDJPY,sell,8000.0,150.114,150.112,16.0
2024-02-20 00:30:25,entry,137,USDJPY,buy,8000.0,150.123,,0.0
2024-02-20 00:54:41,exit,138,USDJPY,sell,8000.0,150.123,150.123,0.0
2024-02-20 00:55:08,entry,139,USDJPY,buy,8000.0,150.125,,0.0
2024-02-20 00:57:00,exit,140,USDJPY,sell,8000.0,150.135,150.125,80.0
2024-02-20 01:00:47,entry,141,USDJPY,sell,8000.0,150.164,,0.0
2024-02-20 01:02:34,exit,142,USDJPY,buy,8000.0,150.177,150.164,-104.0
2024-02-20 01:02:35,entry,143,USDJPY,buy,8000.0,150.179,,0.0
2024-02-20 01:19:27,exit,144,USDJPY,sell,8000.0,150.176,150.179,-24.0
2024-02-20 13:52:37,entry,145,USDJPY,buy,8000.0,150.324,,0.0
2024-02-20 13:59:38,exit,146,USDJPY,sell,8000.0,150.335,150.324,88.0
2024-02-20 14:00:45,entry,147,USDJPY,sell,8000.0,150.341,,0.0
2024-02-20 14:01:38,exit,148,USDJPY,buy,8000.0,150.345,150.341,-32.0
2024-02-20 14:01:45,entry,149,USDJPY,buy,8000.0,150.346,,0.0
2024-02-20 14:12:23,exit,150,USDJPY,sell,8000.0,150.353,150.346,56.0
2024-02-20 14:18:24,entry,151,USDJPY,sell,8000.0,150.356,,0.0
2024-02-20 14:19:34,exit,152,USDJPY,buy,8000.0,150.356,150.356,0.0
2024-02-20 14:24:01,entry,153,USDJPY,buy,8000.0,150.37,,0.0
2024-02-20 14:25:09,exit,154,USDJPY,sell,8000.0,150.374,150.37,32.0
2024-02-20 14:25:45,entry,155,USDJPY,buy,8000.0,150.377,,0.0
2024-02-20 14:28:09,exit,156,USDJPY,sell,8000.0,150.394,150.377,136.0
2024-02-20 14:30:19,entry,157,USDJPY,buy,8000.0,150.392,,0.0
2024-02-20 14:30:36,exit,158,USDJPY,sell,8000.0,150.399,150.392,56.0
2024-02-20 15:43:10,entry,159,USDJPY,buy,8000.0,150.391,,0.0
2024-02-20 15:46:02,exit,160,USDJPY,sell,8000.0,150.392,150.391,8.0
2024-02-20 15:46:23,entry,161,USDJPY,buy,8000.0,150.4,,0.0
2024-02-20 15:48:59,exit,162,USDJPY,sell,8000.0,150.409,150.4,72.0
2024-02-20 16:02:57,entry,163,USDJPY,buy,8000.0,150.376,,0.0
2024-02-20 16:04:00,exit,164,USDJPY,sell,8000.0,150.379,150.376,24.0
2024-02-20 16:04:17,entry,165,USDJPY,buy,8000.0,150.384,,0.0
2024-02-20 16:06:15,exit,166,USDJPY,sell,8000.0,150.39,150.384,48.0
2024-02-20 16:06:37,entry,167,USDJPY,buy,8000.0,150.389,,0.0
2024-02-20 16:12:57,exit,168,USDJPY,sell,8000.0,150.396,150.389,56.0
2024-02-20 16:13:52,entry,169,USDJPY,sell,8000.0,150.398,,0.0
2024-02-20 16:14:31,exit,170,USDJPY,buy,8000.0,150.399,150.398,-8.0
2024-02-20 16:14:37,entry,171,USDJPY,buy,8000.0,150.401,,0.0
2024-02-20 16:20:52,exit,172,USDJPY,sell,8000.0,150.363,150.401,-304.0
2024-02-20 16:25:29,entry,173,USDJPY,buy,8000.0,150.362,,0.0
2024-02-20 16:31:26,exit,174,USDJPY,sell,8000.0,150.338,150.362,-192.0
2024-02-20 17:08:08,entry,175,USDJPY,buy,8000.0,150.365,,0.0
2024-02-20 17:10:24,exit,176,USDJPY,sell,8000.0,150.375,150.365,80.0
2024-02-20 17:31:45,entry,177,USDJPY,buy,8000.0,150.333,,0.0
2024-02-20 17:35:16,exit,178,USDJPY,sell,8000.0,150.335,150.333,16.0
2024-02-20 17:38:49,entry,179,USDJPY,buy,8000.0,150.326,,0.0
2024-02-20 17:38:57,exit,180,USDJPY,sell,8000.0,150.357,150.326,248.0
2024-02-20 17:39:28,entry,181,USDJPY,buy,8000.0,150.337,,0.0
2024-02-20 17:39:52,exit,182,USDJPY,sell,8000.0,150.345,150.337,64.0
2024-02-20 17:40:17,entry,183,USDJPY,sell,8000.0,150.356,,0.0
2024-02-20 17:41:25,exit,184,USDJPY,buy,8000.0,150.367,150.356,-88.0
2024-02-20 17:41:37,entry,185,USDJPY,buy,8000.0,150.362,,0.0
2024-02-20 17:45:15,exit,186,USDJPY,sell,8000.0,150.326,150.362,-288.0
2024-02-20 17:51:50,entry,187,USDJPY,buy,8000.0,150.295,,0.0
2024-02-20 17:52:21,exit,188,USDJPY,sell,8000.0,150.283,150.295,-96.0
2024-02-20 17:52:43,entry,189,USDJPY,sell,8000.0,150.289,,0.0
2024-02-20 17:53:42,exit,190,USDJPY,buy,8000.0,150.285,150.289,32.0
2024-02-20 17:58:21,entry,191,USDJPY,buy,8000.0,150.306,,0.0
2024-02-20 17:59:50,exit,192,USDJPY,sell,8000.0,150.317,150.306,88.0
2024-02-20 18:03:12,entry,193,USDJPY,buy,8000.0,150.302,,0.0
2024-02-20 18:05:57,exit,194,USDJPY,sell,8000.0,150.306,150.302,32.0
2024-02-20 18:08:48,entry,195,USDJPY,buy,8000.0,150.306,,0.0
2024-02-20 18:12:28,exit,196,USDJPY,sell,8000.0,150.304,150.306,-16.0
2024-02-20 18:17:50,entry,197,USDJPY,buy,8000.0,150.301,,0.0
2024-02-20 18:19:42,exit,198,USDJPY,sell,8000.0,150.321,150.301,160.0
2024-02-20 18:22:38,entry,199,USDJPY,sell,8000.0,150.323,,0.0
2024-02-20 18:23:10,exit,200,USDJPY,buy,8000.0,150.323,150.323,0.0
2024-02-20 18:25:04,entry,201,USDJPY,buy,8000.0,150.306,,0.0
2024-02-20 18:26:58,exit,202,USDJPY,sell,8000.0,150.311,150.306,40.0
2024-02-20 18:27:01,entry,203,USDJPY,buy,8000.0,150.311,,0.0
2024-02-20 18:28:11,exit,204,USDJPY,sell,8000.0,150.312,150.311,8.0
2024-02-20 18:53:36,entry,205,USDJPY,buy,8000.0,150.283,,0.0
2024-02-20 18:53:53,exit,206,USDJPY,sell,8000.0,150.298,150.283,120.0
2024-02-20 18:55:40,entry,207,USDJPY,buy,8000.0,150.291,,0.0
2024-02-20 18:56:24,exit,208,USDJPY,sell,8000.0,150.289,150.291,-16.0
2024-02-20 19:01:57,entry,209,USDJPY,buy,8000.0,150.291,,0.0
2024-02-20 19:06:27,exit,210,USDJPY,sell,8000.0,150.297,150.291,48.0
2024-02-20 19:06:36,entry,211,USDJPY,buy,8000.0,150.3,,0.0
2024-02-20 19:07:30,exit,212,USDJPY,sell,8000.0,150.284,150.3,-128.0
2024-02-20 19:13:18,entry,213,USDJPY,buy,8000.0,150.276,,0.0
2024-02-20 19:16:15,exit,214,USDJPY,sell,8000.0,150.242,150.276,-272.0
2024-02-20 19:19:39,entry,215,USDJPY,buy,8000.0,150.234,,0.0
2024-02-20 19:22:28,exit,216,USDJPY,sell,8000.0,150.207,150.234,-216.0
2024-02-20 19:39:33,entry,217,USDJPY,buy,8000.0,150.153,,0.0
2024-02-20 20:24:12,exit,218,USDJPY,sell,8000.0,150.204,150.153,408.0
2024-02-20 20:25:02,entry,219,USDJPY,buy,8000.0,150.203,,0.0
2024-02-20 20:44:56,exit,220,USDJPY,sell,8000.0,150.238,150.203,280.0
2024-02-20 20:45:17,entry,221,USDJPY,buy,8000.0,150.24,,0.0
2024-02-20 20:57:30,exit,222,USDJPY,sell,8000.0,150.245,150.24,40.0
2024-02-20 20:58:55,entry,223,USDJPY,buy,8000.0,150.237,,0.0
2024-02-20 21:21:48,exit,224,USDJPY,sell,8000.0,150.181,150.237,-448.0
2024-02-20 21:42:43,entry,225,USDJPY,buy,8000.0,150.097,,0.0
2024-02-20 21:44:06,exit,226,USDJPY,sell,8000.0,150.104,150.097,56.0
2024-02-20 21:44:15,entry,227,USDJPY,buy,8000.0,150.108,,0.0
2024-02-20 21:45:55,exit,228,USDJPY,sell,8000.0,150.125,150.108,136.0
2024-02-20 21:46:08,entry,229,USDJPY,buy,8000.0,150.13,,0.0
2024-02-20 21:47:42,exit,230,USDJPY,sell,8000.0,150.146,150.13,128.0
2024-02-20 21:48:15,entry,231,USDJPY,buy,8000.0,150.147,,0.0
2024-02-20 21:50:20,exit,232,USDJPY,sell,8000.0,150.15,150.147,24.0
2024-02-20 21:51:19,entry,233,USDJPY,sell,8000.0,150.153,,0.0
2024-02-20 21:51:23,exit,234,USDJPY,buy,8000.0,150.151,150.153,16.0
2024-02-20 21:51:25,entry,235,USDJPY,buy,8000.0,150.151,,0.0
2024-02-20 21:52:59,exit,236,USDJPY,sell,8000.0,150.162,150.151,88.0
2024-02-20 21:53:49,entry,237,USDJPY,buy,8000.0,150.167,,0.0
2024-02-20 21:54:39,exit,238,USDJPY,sell,8000.0,150.172,150.167,40.0
2024-02-20 21:58:30,entry,239,USDJPY,buy,8000.0,150.166,,0.0
2024-02-20 22:01:38,exit,240,USDJPY,sell,8000.0,150.169,150.166,24.0
2024-02-20 22:05:21,entry,241,GBPJPY,buy,5000.0,189.28,,0.0
2024-02-20 22:05:59,exit,242,GBPJPY,sell,5000.0,189.293,189.28,65.0
2024-02-20 22:06:42,entry,243,GBPJPY,buy,6000.0,189.333,,0.0
2024-02-20 22:07:11,exit,244,GBPJPY,sell,6000.0,189.342,189.333,54.0
2024-02-20 22:08:00,entry,245,GBPJPY,buy,6000.0,189.353,,0.0
2024-02-20 22:12:02,exit,246,GBPJPY,sell,6000.0,189.355,189.353,12.0
2024-02-20 22:13:43,entry,247,USDJPY,buy,8000.0,150.11,,0.0
2024-02-20 22:13:52,exit,248,USDJPY,sell,8000.0,150.116,150.11,48.0
2024-02-20 22:14:07,entry,249,USDJPY,buy,8000.0,150.127,,0.0
2024-02-20 22:15:43,exit,250,USDJPY,sell,8000.0,150.12,150.127,-56.0
2024-02-20 22:19:09,entry,251,USDJPY,buy,8000.0,150.115,,0.0
2024-02-20 22:21:22,exit,252,USDJPY,sell,8000.0,150.141,150.115,208.0
2024-02-20 22:21:47,entry,253,USDJPY,buy,8000.0,150.175,,0.0
2024-02-20 22:22:01,exit,254,USDJPY,sell,8000.0,150.171,150.175,-32.0
2024-02-20 22:25:34,entry,255,USDJPY,buy,8000.0,150.171,,0.0
2024-02-20 22:25:50,exit,256,USDJPY,sell,8000.0,150.172,150.171,8.0
2024-02-20 22:27:12,entry,257,USDJPY,sell,8000.0,150.159,,0.0
2024-02-20 22:28:43,exit,258,USDJPY,buy,8000.0,150.157,150.159,16.0
2024-02-20 22:29:20,entry,259,USDJPY,sell,8000.0,150.147,,0.0
2024-02-20 22:30:11,exit,260,USDJPY,buy,8000.0,150.12,150.147,216.0
2024-02-20 22:30:33,entry,261,USDJPY,sell,8000.0,150.113,,0.0
2024-02-20 22:30:36,exit,262,USDJPY,buy,8000.0,150.106,150.113,56.0
2024-02-20 22:30:55,entry,263,USDJPY,buy,8000.0,150.088,,0.0
2024-02-20 22:35:49,exit,264,USDJPY,sell,8000.0,150.069,150.088,-152.0
2024-02-20 23:08:56,entry,265,USDJPY,buy,8000.0,150.008,,0.0
2024-02-21 03:23:30,exit,266,USDJPY,sell,8000.0,149.995,150.008,-104.0
2024-02-21 03:23:59,entry,267,USDJPY,buy,8000.0,150.004,,0.0
2024-02-21 03:40:00,exit,268,USDJPY,sell,8000.0,150.012,150.004,64.0
2024-02-21 03:40:16,entry,269,USDJPY,sell,8000.0,150.004,,0.0
2024-02-21 03:41:38,exit,270,USDJPY,buy,8000.0,150.003,150.004,8.0
2024-02-21 03:41:47,entry,271,USDJPY,buy,8000.0,150.005,,0.0
2024-02-21 04:54:12,exit,272,USDJPY,sell,8000.0,150.014,150.005,72.0
2024-02-21 04:59:44,entry,273,USDJPY,buy,8000.0,150.023,,0.0
2024-02-21 05:00:47,exit,274,USDJPY,sell,8000.0,150.023,150.023,0.0
2024-02-21 10:08:56,entry,275,USDJPY,buy,8000.0,150.053,,0.0
2024-02-21 10:09:16,exit,276,USDJPY,sell,8000.0,150.064,150.053,88.0
2024-02-21 10:17:33,entry,277,USDJPY,buy,8000.0,150.051,,0.0
2024-02-21 10:18:28,exit,278,USDJPY,sell,8000.0,150.053,150.051,16.0
2024-02-21 10:21:18,entry,279,USDJPY,buy,8000.0,150.064,,0.0
2024-02-21 10:22:04,exit,280,USDJPY,sell,8000.0,150.081,150.064,136.0
2024-02-21 10:24:54,entry,281,USDJPY,buy,8000.0,150.076,,0.0
2024-02-21 10:28:03,exit,282,USDJPY,sell,8000.0,150.081,150.076,40.0
2024-02-21 10:36:31,entry,283,USDJPY,buy,8000.0,150.057,,0.0
2024-02-21 16:04:06,exit,284,USDJPY,sell,8000.0,150.087,150.057,240.0
2024-02-21 19:13:55,entry,285,USDJPY,buy,8000.0,150.09,,0.0
2024-02-21 19:18:07,exit,286,USDJPY,sell,8000.0,150.08,150.09,-80.0
2024-02-21 19:18:18,entry,287,USDJPY,sell,8000.0,150.081,,0.0
2024-02-21 19:18:29,exit,288,USDJPY,buy,8000.0,150.09,150.081,-72.0
2024-02-21 21:17:02,entry,289,USDJPY,buy,8000.0,149.965,,0.0
2024-02-21 22:08:35,exit,290,USDJPY,sell,8000.0,149.968,149.965,24.0
2024-02-21 23:13:07,entry,291,USDJPY,buy,8000.0,150.004,,0.0
2024-02-21 23:22:15,exit,292,USDJPY,sell,8000.0,150.071,150.004,536.0
2024-02-21 23:25:09,entry,293,USDJPY,buy,8000.0,150.073,,0.0
2024-02-21 23:31:27,exit,294,USDJPY,sell,8000.0,150.088,150.073,120.0
2024-02-21 23:39:18,entry,295,USDJPY,sell,8000.0,150.057,,0.0
2024-02-21 23:40:06,exit,296,USDJPY,buy,8000.0,150.055,150.057,16.0
2024-02-21 23:41:37,entry,297,USDJPY,buy,8000.0,150.067,,0.0
2024-02-21 23:42:08,exit,298,USDJPY,sell,8000.0,150.077,150.067,80.0
2024-02-21 23:52:06,entry,299,EURJPY,sell,6000.0,162.328,,0.0
2024-02-22 00:02:44,exit,300,EURJPY,buy,6000.0,162.322,162.328,36.0
2024-02-22 00:17:32,entry,301,USDJPY,buy,8000.0,150.05,,0.0
2024-02-22 00:19:27,exit,302,USDJPY,sell,8000.0,150.061,150.05,88.0
2024-02-22 15:15:16,entry,303,USDJPY,buy,8000.0,150.266,,0.0
2024-02-22 21:12:57,exit,304,USDJPY,sell,8000.0,150.279,150.266,104.0
2024-02-22 21:35:47,entry,305,USDJPY,buy,8000.0,150.344,,0.0
2024-02-22 21:39:21,exit,306,USDJPY,sell,8000.0,150.365,150.344,168.0
2024-02-22 23:47:55,entry,307,USDJPY,buy,8000.0,150.461,,0.0
2024-02-22 23:52:43,exit,308,USDJPY,sell,8000.0,150.478,150.461,136.0
2024-02-23 00:28:09,entry,309,USDJPY,sell,8000.0,150.544,,0.0
2024-02-23 00:29:03,exit,310,USDJPY,buy,8000.0,150.532,150.544,96.0
2024-02-23 11:35:48,entry,311,USDJPY,sell,8000.0,150.457,,0.0
2024-02-23 11:41:15,exit,312,USDJPY,buy,8000.0,150.445,150.457,96.0
2024-02-23 11:41:30,entry,313,USDJPY,buy,8000.0,150.445,,0.0
2024-02-23 11:48:30,exit,314,USDJPY,sell,8000.0,150.436,150.445,-72.0
2024-02-23 11:49:19,entry,315,USDJPY,sell,8000.0,150.438,,0.0
2024-02-23 14:29:52,exit,316,USDJPY,buy,8000.0,150.59,150.438,-1216.0
2024-02-23 15:07:35,entry,317,USDJPY,sell,8000.0,150.615,,0.0
2024-02-23 15:51:10,exit,318,USDJPY,buy,8000.0,150.597,150.615,144.0
2024-02-27 00:00:00,swap,319,USDJPY,buy,,,,170.0
2024-02-27 10:49:19,entry,319,USDJPY,buy,7000.0,150.531,,0.0
2024-02-28 19:16:58,exit,320,USDJPY,sell,7000.0,150.71,150.531,1253.0
2024-02-28 19:56:37,entry,321,USDJPY,sell,8000.0,150.656,,0.0
2024-02-29 05:20:57,exit,322,USDJPY,buy,8000.0,150.703,150.656,-376.0
2024-03-05 19:20:58,entry,323,USDJPY,sell,8000.0,150.403,,0.0
2024-03-05 19:23:16,exit,325,USDJPY,buy,8000.0,150.413,150.403,-80.0
2024-03-05 19:29:27,entry,326,USDJPY,sell,8000.0,150.414,,0.0
2024-03-05 19:30:05,exit,327,USDJPY,buy,8000.0,150.411,150.414,24.0
2024-03-05 19:31:25,entry,328,USDJPY,sell,8000.0,150.415,,0.0
2024-03-05 19:32:13,exit,329,USDJPY,buy,8000.0,150.428,150.415,-104.0
2024-03-07 18:06:30,entry,330,USDJPY,buy,8000.0,147.985,,0.0
